   time(1)          time(2)         stran(1)         stran(2)         stran(3)         stran(4)         stran(5)          stra(6)        stress(1)        stress(2)        stress(3)        stress(4)        stress(5)        stress(6)        statev(1)        statev(2)        statev(3)        statev(4)        statev(5)        statev(6)        statev(7)        statev(8)        statev(9)       statev(10)       statev(11)       statev(12)       statev(13)       statev(14)       statev(15)       statev(16)       statev(17)       statev(18)       statev(19)       statev(20)       statev(21)       statev(22)       statev(23)       statev(24)       statev(25)       statev(26)       statev(27)       statev(28)       statev(29)       statev(30)       statev(31)       statev(32)       statev(33)       statev(34)       statev(35)       statev(36)       statev(37)       statev(38)       statev(39)       statev(40)       statev(41)       statev(42)       statev(43)       statev(44)       statev(45)       statev(46)       statev(47)       statev(48)       statev(49)       statev(50)       statev(51)       statev(52)       statev(53)       statev(54)       statev(55)       statev(56)       statev(57)       statev(58)       statev(59)       statev(60)       statev(61)       statev(62)       statev(63)       statev(64)       statev(65)       statev(66)       statev(67)       statev(68)                p                q               Md               Mb       statev(73)       statev(74)      alphab(1,1)      alphab(2,2)      alphab(3,3)       statev(78)       statev(79)         n33(1,1)         n33(2,2)         n33(3,3)       alpha(1,1)       alpha(2,2)       alpha(3,3)         r33(1,1)        r33(2,2))         r33(3,3)                m      alphad(1,1)      alphad(2,2)      alphad(3,3)        cos3theta       statev(94)       statev(95)       statev(96)       statev(97)       statev(98)       statev(99)      statev(100)
0.50800000       0.50800000       -.15240000       0.76200000E-01   0.76200000E-01    0.0000000        0.0000000        0.0000000       -5155.9505       -1624.3058       -1624.3058        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.83207802       0.41603901       0.41603901        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.15210000       0.76050000E-01   0.76050000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        2801.5442        3531.6638        1.2363006        1.2543368        0.0000000       -.31485765E-02   -.82583678       0.41291839       0.41291839        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.83207802       0.41603901       0.41603901       -.84040884       0.42020442       0.42020442       0.12500000E-01   -.81396202       0.40698101       0.40698101        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.50900000       0.50900000       -.15270000       0.76350000E-01   0.76350000E-01    0.0000000        0.0000000        0.0000000       -5157.2480       -1624.9202       -1624.9202        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.83198799       0.41599400       0.41599400        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.15240000       0.76200000E-01   0.76200000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        2802.3860        3532.3467        1.2364790        1.2542799        0.0000000       -.31073565E-02   -.82579934       0.41289967       0.41289967        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.83198799       0.41599400       0.41599400       -.84031884       0.42015942       0.42015942       0.12500000E-01   -.81407946       0.40703973       0.40703973        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.51000000       0.51000000       -.15300000       0.76500000E-01   0.76500000E-01    0.0000000        0.0000000        0.0000000       -5158.5300       -1625.5281       -1625.5281        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.83189873       0.41594936       0.41594936        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.15270000       0.76350000E-01   0.76350000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        2803.2184        3533.0206        1.2366553        1.2542237        0.0000000       -.30666043E-02   -.82576232       0.41288116       0.41288116        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.83189873       0.41594936       0.41594936       -.84022959       0.42011480       0.42011480       0.12500000E-01   -.81419558       0.40709779       0.40709779        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.51100000       0.51100000       -.15330000       0.76650000E-01   0.76650000E-01    0.0000000        0.0000000        0.0000000       -5159.7968       -1626.1295       -1626.1295        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.83181023       0.41590511       0.41590511        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.15300000       0.76500000E-01   0.76500000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        2804.0413        3533.6856        1.2368297        1.2541681        0.0000000       -.30263153E-02   -.82572573       0.41286286       0.41286286        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.83181023       0.41590511       0.41590511       -.84014111       0.42007056       0.42007056       0.12500000E-01   -.81431040       0.40715520       0.40715520        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.51200000       0.51200000       -.15360000       0.76800000E-01   0.76800000E-01    0.0000000        0.0000000        0.0000000       -5161.0484       -1626.7246       -1626.7246        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.83172248       0.41586124       0.41586124        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.15330000       0.76650000E-01   0.76650000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        2804.8550        3534.3419        1.2370022        1.2541132        0.0000000       -.29864849E-02   -.82568955       0.41284478       0.41284478        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.83172248       0.41586124       0.41586124       -.84005339       0.42002669       0.42002669       0.12500000E-01   -.81442393       0.40721196       0.40721196        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.51300000       0.51300000       -.15390000       0.76950000E-01   0.76950000E-01    0.0000000        0.0000000        0.0000000       -5162.2850       -1627.3133       -1627.3133        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.83163548       0.41581774       0.41581774        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.15360000       0.76800000E-01   0.76800000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        2805.6594        3534.9895        1.2371727        1.2540588        0.0000000       -.29471087E-02   -.82565379       0.41282689       0.41282689        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.83163548       0.41581774       0.41581774       -.83996641       0.41998321       0.41998321       0.12500000E-01   -.81453618       0.40726809       0.40726809        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.51400000       0.51400000       -.15420000       0.77100000E-01   0.77100000E-01    0.0000000        0.0000000        0.0000000       -5163.5068       -1627.8958       -1627.8958        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.83154923       0.41577462       0.41577462        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.15390000       0.76950000E-01   0.76950000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        2806.4548        3535.6286        1.2373412        1.2540052        0.0000000       -.29081821E-02   -.82561843       0.41280922       0.41280922        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.83154923       0.41577462       0.41577462       -.83988018       0.41994009       0.41994009       0.12500000E-01   -.81464716       0.40732358       0.40732358        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.51500000       0.51500000       -.15450000       0.77250000E-01   0.77250000E-01    0.0000000        0.0000000        0.0000000       -5164.7139       -1628.4721       -1628.4721        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.83146373       0.41573186       0.41573186        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.15420000       0.77100000E-01   0.77100000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        2807.2411        3536.2592        1.2375079        1.2539521        0.0000000       -.28697006E-02   -.82558349       0.41279174       0.41279174        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.83146373       0.41573186       0.41573186       -.83979469       0.41989735       0.41989735       0.12500000E-01   -.81475689       0.40737844       0.40737844        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.51600000       0.51600000       -.15480000       0.77400000E-01   0.77400000E-01    0.0000000        0.0000000        0.0000000       -5165.9065       -1629.0422       -1629.0422        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.83137895       0.41568948       0.41568948        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.15450000       0.77250000E-01   0.77250000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        2808.0184        3536.8815        1.2376727        1.2538996        0.0000000       -.28316600E-02   -.82554894       0.41277447       0.41277447        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.83137895       0.41568948       0.41568948       -.83970994       0.41985497       0.41985497       0.12500000E-01   -.81486537       0.40743269       0.40743269        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.51700000       0.51700000       -.15510000       0.77550000E-01   0.77550000E-01    0.0000000        0.0000000        0.0000000       -5167.0847       -1629.6062       -1629.6062        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.83129491       0.41564745       0.41564745        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.15480000       0.77400000E-01   0.77400000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        2808.7869        3537.4954        1.2378356        1.2538477        0.0000000       -.27940558E-02   -.82551479       0.41275740       0.41275740        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.83129491       0.41564745       0.41564745       -.83962592       0.41981296       0.41981296       0.12500000E-01   -.81497263       0.40748631       0.40748631        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.51800000       0.51800000       -.15540000       0.77700000E-01   0.77700000E-01    0.0000000        0.0000000        0.0000000       -5168.2487       -1630.1642       -1630.1642        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.83121159       0.41560580       0.41560580        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.15510000       0.77550000E-01   0.77550000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        2809.5467        3538.1012        1.2379966        1.2537965        0.0000000       -.27568837E-02   -.82548104       0.41274052       0.41274052        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.83121159       0.41560580       0.41560580       -.83954262       0.41977131       0.41977131       0.12500000E-01   -.81507866       0.40753933       0.40753933        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.51900000       0.51900000       -.15570000       0.77850000E-01   0.77850000E-01    0.0000000        0.0000000        0.0000000       -5169.3986       -1630.7161       -1630.7161        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.83112900       0.41556450       0.41556450        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.15540000       0.77700000E-01   0.77700000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        2810.2977        3538.6990        1.2381559        1.2537458        0.0000000       -.27201394E-02   -.82544767       0.41272384       0.41272384        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.83112900       0.41556450       0.41556450       -.83946005       0.41973002       0.41973002       0.12500000E-01   -.81518349       0.40759175       0.40759175        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.52000000       0.52000000       -.15600000       0.78000000E-01   0.78000000E-01    0.0000000        0.0000000        0.0000000       -5170.5346       -1631.2622       -1631.2622        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.83104712       0.41552356       0.41552356        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.15570000       0.77850000E-01   0.77850000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        2811.0402        3539.2887        1.2383133        1.2536957        0.0000000       -.26838185E-02   -.82541470       0.41270735       0.41270735        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.83104712       0.41552356       0.41552356       -.83937819       0.41968909       0.41968909       0.12500000E-01   -.81528713       0.40764356       0.40764356        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.52100000       0.52100000       -.15630000       0.78150000E-01   0.78150000E-01    0.0000000        0.0000000        0.0000000       -5171.6568       -1631.8023       -1631.8023        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.83096595       0.41548297       0.41548297        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.15600000       0.78000000E-01   0.78000000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        2811.7741        3539.8705        1.2384689        1.2536462        0.0000000       -.26479170E-02   -.82538210       0.41269105       0.41269105        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.83096595       0.41548297       0.41548297       -.83929704       0.41964852       0.41964852       0.12500000E-01   -.81538958       0.40769479       0.40769479        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.52200000       0.52200000       -.15660000       0.78300000E-01   0.78300000E-01    0.0000000        0.0000000        0.0000000       -5172.7653       -1632.3367       -1632.3367        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.83088549       0.41544274       0.41544274        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.15630000       0.78150000E-01   0.78150000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        2812.4996        3540.4445        1.2386227        1.2535973        0.0000000       -.26124306E-02   -.82534988       0.41267494       0.41267494        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.83088549       0.41544274       0.41544274       -.83921660       0.41960830       0.41960830       0.12500000E-01   -.81549086       0.40774543       0.40774543        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.52300000       0.52300000       -.15690000       0.78450000E-01   0.78450000E-01    0.0000000        0.0000000        0.0000000       -5173.8604       -1632.8652       -1632.8652        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.83080573       0.41540286       0.41540286        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.15660000       0.78300000E-01   0.78300000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        2813.2168        3541.0108        1.2387748        1.2535489        0.0000000       -.25773550E-02   -.82531804       0.41265902       0.41265902        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.83080573       0.41540286       0.41540286       -.83913685       0.41956843       0.41956843       0.12500000E-01   -.81559098       0.40779549       0.40779549        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.52400000       0.52400000       -.15720000       0.78600000E-01   0.78600000E-01    0.0000000        0.0000000        0.0000000       -5174.9421       -1633.3881       -1633.3881        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.83072666       0.41536333       0.41536333        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.15690000       0.78450000E-01   0.78450000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        2813.9256        3541.5694        1.2389251        1.2535011        0.0000000       -.25426863E-02   -.82528656       0.41264328       0.41264328        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.83072666       0.41536333       0.41536333       -.83905781       0.41952890       0.41952890       0.12500000E-01   -.81568995       0.40784498       0.40784498        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.52500000       0.52500000       -.15750000       0.78750000E-01   0.78750000E-01    0.0000000        0.0000000        0.0000000       -5176.0106       -1633.9052       -1633.9052        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.83064829       0.41532415       0.41532415        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.15720000       0.78600000E-01   0.78600000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        2814.6264        3542.1205        1.2390737        1.2534538        0.0000000       -.25084203E-02   -.82525546       0.41262773       0.41262773        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.83064829       0.41532415       0.41532415       -.83897946       0.41948973       0.41948973       0.12500000E-01   -.81578778       0.40789389       0.40789389        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
